simTime,treeId,sourceAddress,destAddress,srcMacAddress,destMacAddress,nodeDegree,residualEnergy,dataRate,signalPower,buffPktNo,label
68.861206521964,4985320,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-08,5,0.205397,48000000.0,8.00051e-12,100,0
68.862203891961,4950485,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839952,54000000.0,6.71034e-12,0,1
68.862825031967,4949957,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839945,54000000.0,6.71044e-12,0,1
68.864186421301,4985852,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.406734,36000000.0,1.22751e-11,58,1
68.867206991274,4951801,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.83993,54000000.0,6.71112e-12,0,1
68.867748131214,4950850,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839924,54000000.0,6.71121e-12,0,1
68.868624461431,4986038,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.406666,36000000.0,1.07563e-11,57,1
68.872186421035,4986745,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.406628,36000000.0,1.22906e-11,57,1
68.875907567043,4986644,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-08,5,0.205341,48000000.0,7.98601e-12,100,0
68.878293019931,4952332,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839894,54000000.0,6.71285e-12,0,1
68.879409350007,4987007,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.406578,36000000.0,1.07614e-11,58,1
68.880429919892,4953221,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839884,54000000.0,6.71319e-12,0,1
68.88195019148,4987709,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.406542,36000000.0,1.23096e-11,58,1
68.883927091372,4988074,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.406531,36000000.0,1.07635e-11,59,1
68.888383932485,4988423,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.406491,36000000.0,1.23221e-11,59,1
68.889064502313,4953040,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839858,54000000.0,6.71453e-12,0,1
68.89162564195,4954543,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839848,54000000.0,6.71493e-12,0,1
68.895312541628,4954357,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839834,54000000.0,6.71551e-12,0,1
68.895773681195,4955432,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839828,54000000.0,6.71558e-12,0,1
68.896290011048,4988788,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.406361,36000000.0,1.07694e-11,57,1
68.898382449795,4989752,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.40635,36000000.0,1.07704e-11,58,1
68.899583019553,4955880,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839814,54000000.0,6.71617e-12,0,1
68.900264159062,4956404,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839807,54000000.0,6.71628e-12,0,1
68.901064429486,4989656,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.406287,36000000.0,1.23469e-11,57,1
68.904184999213,4956936,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839794,54000000.0,6.71689e-12,0,1
68.905125269398,4990544,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.406248,36000000.0,1.23548e-11,57,1
68.906859658622,4987271,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-08,5,0.205249,48000000.0,7.9556e-12,100,0
68.908240705548,4988422,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-08,5,0.205241,48000000.0,7.95425e-12,100,0
68.91011216877,4990833,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.406206,36000000.0,1.07759e-11,57,1
68.912186419704,4991526,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.406197,36000000.0,1.23686e-11,58,1
68.916233019285,4958261,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839761,54000000.0,6.71877e-12,0,1
68.91746934886,4991885,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.40615,36000000.0,1.07794e-11,59,1
68.919129918488,4957725,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839749,54000000.0,6.71922e-12,0,1
